"","X","KeySignatureConfidence","Tempo","TimeSignature","TimeSignatureConfidence","Title","Year","ArtistFamiliarity","Hotness","end_of_fade_in","key","Loudness","mode","mode_confidence","rank","hit"
"4149",4149,0.515,"120.028",4,1,"superman",2003,0.874640887608,"0.581217000341",0.165,"10",-4.83,1,0.424,98,0
"4150",4150,0.837,"91.748",4,1,"locked up",2004,1,"0.826777013491",0.56,"7",-6.737,1,0.449,44,1
"4151",4151,0.359,"116.183",4,1,"word up",1986,0.77524424858,"0.450053066129",0.283,"4",-12.43,1,0.345,68,0
"4152",4152,0.585,"90.342",3,0.993,"evil woman",1976,0.666186772457,"0.461696963365",0.45,"2",-15.387,1,0.71,70,0
"4153",4153,0.424,"121.898",4,1,"beautiful sunday",1972,0.457256440911,"0.33821277304",0,"9",-11.113,1,0.525,42,1
"4154",4154,0.01,"167.908",4,0.618,"suddenly",1985,0.766545102606,"0.413092206277",0,"6",-6.056,0,0.304,52,0
"4155",4155,0.734,"125.443",4,0.022,"passion",1991,0.430098580768,"0.320110175905",0.276,"4",-10.463,0,0.427,40,1
"4158",4158,0.451,"95.056",4,0.546,"caught up",2005,0.457102265603,"0.328693445258",0,"8",-5.918,0,0.4,34,1
"4159",4159,0.654,"84.734",4,0.767,"alright",1993,0.722298724609,"0.572691358917",0.073,"2",-6.459,1,0.578,85,0
"4160",4160,0.54,"131.978",4,0.374,"use me",1972,0.47525933226,"0.0",0.142,"8",-8.728,1,0.304,78,0
"4161",4161,0,"162.107",4,0.604,"i remember",2008,0.642280769426,"0.411195687878",0.272,"1",-14.001,0,0.047,89,0
"4162",4162,0,"94.696",4,0.34,"come together",1969,0.590800853237,"0.504294609489",0,"5",-11.298,1,0,85,0
"4163",4163,0,"99.977",4,0.322,"revolution",1968,0.559504412796,"0.473473269126",0.067,"10",-6.241,0,0.147,78,0
"4164",4164,0.307,"117.122",4,1,"everybody everybody",1990,0.611726027445,"0.361992288025",0,"5",-10.187,0,0.605,81,0
"4165",4165,0.053,"110.006",4,1,"goodbye",2009,0.612021599912,"0.377508825266",0,"11",-5.705,1,0.509,96,0
"4166",4166,0.281,"98.991",4,0.54,"lately",1999,0.54284717432,"0.350813599794",0.281,"5",-10.984,0,0.388,31,1
"4167",4167,0.46,"119.981",4,0.486,"top of the world",1974,0.592472072956,"0.420627401336",0.194,"0",-5.338,1,0.675,39,1
"4168",4168,0.457,"118.628",4,0.871,"in too deep",1987,0.679118593678,"0.546103364933",1.2,"5",-13.198,0,0.426,47,1
"4169",4169,0.871,"99.84",4,0.581,"goodbye",2009,0.471349732126,"0.356183133811",2.711,"0",-6.158,1,0.725,96,0
"4170",4170,0.434,"113.289",1,0,"i remember",2008,0.481544800987,"0.343624792402",0.163,"8",-8.804,1,0.5,89,0
"4171",4171,0.273,"149.748",4,0.032,"out of the blue",1988,0.642558416769,"0.517006648865",0.188,"8",-4.738,0,0.371,54,0
"4174",4174,0.116,"150.948",4,0,"amazing grace",1971,0.507784205169,"0.459629607587",0,"6",-8.214,1,0.389,80,0
"4175",4175,0.748,"97.126",4,1,"the one",1992,0.489718113168,"0.0",2.525,"1",-9.813,0,0.589,43,1
"4176",4176,0.372,"80.403",4,1,"one moment in time",1988,0.364584578121,"0.256545615427",3.28,"7",-15.611,1,0.439,89,0
"4178",4178,0,"108.205",7,0.746,"like you",2005,0.663980517558,"0.424010713061",0.241,"9",-10.097,0,0.213,30,1
"4179",4179,0.518,"165.716",3,1,"come with me",1998,0.674652017073,"0.461043024237",0.246,"2",-11.445,1,0.252,47,1
"4180",4180,0.486,"166.023",4,0.866,"bad boy",1986,0.504153937599,"0.439398895954",0,"0",-2.953,1,0.275,79,0
"4181",4181,0.86,"152.732",3,1,"call me",1980,0.6647228999,"0.446792787564",0,"8",-5.992,1,0.688,1,1
"4182",4182,0.493,"109.46",1,0.053,"soul deep",1969,0.517189742477,"0.405859645116",0,"7",-5.686,0,0.414,98,0
"4183",4183,0.742,"115.125",4,1,"thank you",2001,0.607507866425,"0.389489105919",0,"0",-11.271,1,0.696,8,1
"4185",4185,0.801,"85.954",4,0.612,"say my name",2000,0.619800665141,"0.390524987369",0.63,"10",-7.524,0,0.68,6,1
"4186",4186,0.561,"116.827",4,0.213,"trouble",1982,0.685503630432,"0.44673296759",2.206,"1",-15.055,1,0.607,45,1
"4188",4188,0.303,"163.522",4,0.794,"low",2008,0.607877289868,"0.382239371028",0,"7",-4.275,1,0.449,1,1
"4189",4189,0.24,"126.427",4,0,"oh pretty woman",1982,0.798486869725,"0.53671499529",0.311,"11",-7.657,0,0.263,88,0
"4190",4190,0.499,"122.456",4,0.814,"love is in the air",1978,0.679412495158,"0.461708052562",5.265,"10",-6.76,0,0.583,46,1
"4191",4191,0.441,"158.488",4,0.059,"one more time",1997,0.535827807518,"0.372646461459",0.483,"2",-12.429,0,0.623,90,0
"4192",4192,0.243,"163.974",4,0.456,"take a bow",2008,0.529306570046,"0.345474855405",1.094,"4",-8.864,1,0.469,12,1
"4193",4193,0.159,"80.142",4,0.635,"crazy",2006,0.7597424817,"0.435504548557",0,"7",-4.839,0,0.425,7,1
"4194",4194,0.318,"133.546",4,0.086,"look away",1989,0.526138346045,"0.414971202703",0,"5",-5.859,1,0.44,1,1
"4195",4195,0.147,"138.134",4,0.364,"cyclone",2008,0.386383775024,"0.284199907057",0.067,"11",-7.618,0,0.456,71,0
"4196",4196,0.297,"175.873",7,0.617,"a rose is still a rose",1998,0.805828206009,"0.560856400568",0.375,"11",-5.555,1,0.305,95,0
"4197",4197,0.708,"99.127",4,0.783,"blue bayou",1978,0.581255693128,"0.418603154965",0,"11",-9.75,1,0.622,61,0
"4198",4198,0.584,"148.0",4,0.238,"something to believe in",1991,0.573777517761,"0.366508619849",0.096,"9",-5.456,1,0.472,78,0
"4199",4199,0.229,"129.178",1,0.169,"96 tears",1966,0.528831790043,"0.0",0,"4",-11.672,0,0.374,5,1
"4200",4200,0.319,"124.013",7,0.621,"drive",2001,0.45155230763,"0.312868532074",0,"1",-12.859,1,0.607,21,1
"4202",4202,0.945,"134.125",4,0.597,"never ever",1998,0.697159734033,"0.512328858933",0.293,"1",-6.671,1,0.711,42,1
"4203",4203,0.391,"95.968",1,0.219,"roundabout",1972,0.61669819236,"0.456080519824",0.142,"0",-10.3,0,0.574,91,0
"4204",4204,0.716,"118.874",4,1,"every breath you take",1983,0.790367908794,"0.615454461554",0,"1",-5.709,1,0.583,1,1
"4205",4205,0.535,"116.952",4,1,"private dancer",1985,0.267999839157,"0.216741522374",0.383,"4",-12.339,0,0.507,93,0
"4206",4206,0.466,"86.701",5,0.858,"heaven",2004,0.560030097498,"0.448216117242",0.142,"7",-8.873,0,0.376,37,1
"4207",4207,0.561,"106.977",4,0.481,"with or without you",1987,0.379734511746,"0.31386609958",0.253,"7",-12.678,1,0.636,15,1
"4208",4208,0.813,"100.623",4,0.314,"precious and few",1972,0.514204184936,"0.345771898027",0.125,"9",-10.896,1,0.661,30,1
"4209",4209,0.551,"90.108",4,0.866,"dreams",1994,0.519154012772,"0.36694721508",0.548,"10",-26.952,1,0.64,75,0
"4210",4210,0.417,"99.738",4,0.843,"kiss me",1999,0.526598680732,"0.381074713571",0.392,"1",-6.089,1,0.4,6,1
"4211",4211,0.533,"119.227",4,0.929,"heart of glass",1979,0.811255199646,"0.531694461638",0,"7",-3.758,1,0.502,18,1
"4213",4213,0.519,"113.802",4,0.859,"hey baby",2002,0.609636697931,"0.382593000876",0.226,"11",-17.222,1,0.089,32,1
"4214",4214,0.409,"145.011",4,0.478,"only you",1996,0.478521361123,"0.388390125974",0,"9",-6.977,0,0.305,34,1
"4215",4215,0.794,"102.208",3,0.301,"what would you do",2001,0.651000070625,"0.521303752303",0.16,"5",-7.193,1,0.699,22,1
"4217",4217,0.25,"108.485",4,1,"slow down",2005,0.526043133655,"0.393255332123",0,"10",-11.564,1,0.645,47,1
"4218",4218,0.046,"123.002",4,0.811,"what you want",1998,0.414771068009,"0.369056577576",0,"11",-9.134,1,0.356,31,1
"4220",4220,0.299,"121.042",4,1,"slide",1999,0.480075511672,"0.356149731328",0.375,"1",-11.444,1,0.48,13,1
"4221",4221,0.248,"113.31",1,0,"higher",2000,0.650201006166,"0.50857699419",0.171,"5",-9.383,1,0.276,11,1
"4222",4222,0.742,"140.33",4,0.669,"the power of love",1994,0.737437395434,"0.663686475969",0.253,"8",-8.44,1,0.687,4,1
"4223",4223,0.534,"131.283",4,0.242,"self control",1984,0.447141517912,"0.265630517689",0,"5",-7.012,0,0.408,20,1
"4224",4224,0.857,"142.988",4,0.292,"close your eyes",1967,0.515478306697,"0.423410047705",0.816,"1",-8.499,0,0.684,71,0
"4225",4225,0.461,"120.011",4,0.866,"spooky",1968,0.467974138892,"0.390319566567",0.938,"5",-14.472,1,0.419,26,1
"4226",4226,0.455,"119.906",1,0,"drowning in the sea of love",1972,0.452164060063,"0.402032364623",0,"4",-8.818,0,0.403,77,0
"4227",4227,0.477,"170.522",4,1,"no more",2000,0.792599138477,"0.452532435995",0.125,"6",-4.384,0,0.532,39,1
"4228",4228,0.073,"100.474",4,0.879,"sealed with a kiss",1972,0.453359732785,"0.326893052773",0.165,"4",-8.791,0,0.697,87,0
"4229",4229,0.213,"104.388",4,1,"point of no return",1987,0.604810609254,"0.374767787199",0.677,"8",-5.023,0,0.209,80,0
"4231",4231,1,"163.068",4,0.855,"easy",1977,0.622792592503,"0.412504457504",0,"5",-11.003,1,0.85,33,1
"4232",4232,0.01,"125.866",4,0.37,"another night",1995,0.637860925071,"0.414989403097",0.757,"10",-10.333,0,0.215,6,1
"4233",4233,0.627,"195.539",1,0.12,"the rubberband man",1977,0.578639196273,"0.312204930516",0,"10",-14.558,1,0.852,81,0
"4234",4234,0.164,"120.019",4,0.7,"wind it up",2007,0.837872047083,"0.532803541797",0.35,"0",-7.07,0,0.332,83,0
"4235",4235,0.507,"160.099",4,0.597,"it must have been love",1990,0.569189462456,"0.422284008466",0.188,"2",-11.27,1,0.517,2,1
"4237",4237,0.687,"117.418",4,0,"turn back the hands of time",1970,0.641778047286,"0.393215103787",3.593,"6",-14.823,1,0.521,51,0
"4238",4238,0.982,"142.875",5,0.735,"tender love",1986,0.441060151846,"0.315278199113",0.566,"2",-24.158,1,0.878,95,0
"4239",4239,0.544,"100.986",4,0.66,"not afraid",2010,0.580517776556,"0.317624546034",0.21,"4",-7.885,1,0.364,24,1
"4240",4240,0.423,"115.641",4,1,"my baby",2001,0.514425773167,"0.317845056011",0.746,"0",-14.527,0,0.308,74,0
"4241",4241,0.859,"125.027",4,1,"dip it low",2004,0.870255755303,"0.438382452315",0.206,"2",-5.251,1,0.736,23,1
"4242",4242,0.507,"117.11",4,0.419,"breathe",2000,0.307128316545,"0.231720567596",0.365,"5",-7.517,1,0.424,1,1
"4243",4243,0.861,"168.099",4,0.492,"truly madly deeply",1998,0.728209707064,"0.538070295124",5.364,"0",-8.775,1,0.744,4,1
"4244",4244,0.299,"124.045",4,1,"believe",1999,0.669500125221,"0.544446276904",0.154,"3",-5.922,1,0.398,1,1
"4246",4246,0.36,"87.47",4,0,"how long",1975,0.387831052273,"0.269496478537",0.072,"4",-13.669,1,0.364,57,0
"4247",4247,0.363,"116.827",1,0,"all around the world",1990,0.713322146547,"0.473613189375",0.427,"4",-18.392,1,0.307,21,1
"4248",4248,0.017,"104.99",4,1,"tonight",1984,0.497952310169,"0.340095614543",0.353,"11",-14.957,0,0.391,90,0
"4249",4249,0,"99.306",4,0.401,"heartbreaker",1999,0.584657903548,"0.492195281639",0,"0",-12.206,1,0.216,35,1
"4250",4250,0.004,"86.677",3,1,"give it up",1984,0.489735138586,"0.304812761928",0.345,"7",-8.126,0,0.222,75,0
"4251",4251,0.216,"96.606",4,0.926,"family affair",2002,0.0550304697706,"0.0",0.149,"0",-7.33,1,0.187,17,1
"4252",4252,1,"151.078",4,0.706,"up around the bend",1970,0.733637824827,"0.526549034691",0,"2",-4.138,1,0.723,73,0
"4253",4253,0.352,"212.04",4,0.549,"when i think of you",1986,0.547593130028,"0.396412627963",0.161,"7",-15.299,0,0.484,32,1
"4254",4254,0.015,"97.648",3,1,"fire",1979,0.621432272125,"0.423620810234",2.049,"0",-9.028,1,0.25,15,1
"4255",4255,0.254,"117.851",4,1,"i will survive",1979,0.692901904204,"0.483891064074",0.189,"9",-11.24,1,0.213,6,1
"4256",4256,0.615,"104.55",4,0.963,"everything",1990,0.580204844921,"0.450676698983",0.107,"2",-5.711,1,0.465,41,1
"4257",4257,0.073,"74.086",4,1,"beauty and the beast",1992,0.632354172127,"0.44530281536",0,"7",-12.528,0,0.498,64,0
"4258",4258,0.159,"128.0",4,0,"get off",1978,0.425586317964,"0.32833209257",0.131,"9",-5.106,0,0.478,85,0
"4259",4259,0,"144.089",4,0.532,"over and over",2005,0.586365897886,"0.394020194642",0.206,"7",-4.47,1,0,48,1
"4260",4260,0.076,"83.68",5,0.857,"venus",1986,0.691041660357,"0.557549511287",2.165,"7",-5.877,1,0.479,38,1
"4261",4261,0.577,"86.681",3,1,"show me love",1998,0.515171846595,"0.434017671531",0.061,"5",-8.22,1,0.459,29,1
"4262",4262,0.458,"130.396",4,0,"yellow river",1970,0.604473033292,"0.373142307577",1.6,"4",-9.751,1,0.397,83,0
"4263",4263,0.249,"96.075",4,0.744,"girl on tv",2000,0.397070774572,"0.304317498631",0.409,"7",-4.816,1,0.501,93,0
"4264",4264,0.446,"120.76",7,0.707,"more and more",1993,0.676216510371,"0.511111863625",0,"3",-17.83,1,0.534,79,0
"4265",4265,0.454,"140.271",4,0.462,"dreams",1994,0.585281400681,"0.431139543269",0.094,"4",-11.161,0,0.413,75,0
"4266",4266,0.711,"130.991",4,0.377,"forever",2010,0.50717616977,"0.378079335796",0,"7",-4.243,0,0.744,71,0
"4267",4267,0.378,"167.152",1,0,"london bridge",2006,0.646453908614,"0.407366019072",0,"4",-12.866,1,0.439,22,1
"4268",4268,0.893,"188.439",4,0.988,"true love ways",1965,0.46989530919,"0.364817617549",0.328,"10",-13.481,1,0.699,82,0
"4269",4269,0.339,"140.097",4,0,"one more time",1997,0.579040464452,"0.314641563095",0.305,"6",-11.762,1,0.46,90,0
"4270",4270,0.439,"88.146",5,0.956,"pump it",2006,0.438508944818,"0.218776609858",0.229,"8",-16.643,0,0.194,89,0
"4271",4271,0.105,"130.056",4,0.489,"holiday",2005,0.700009313889,"0.496020315945",0,"1",-4.556,0,0.247,39,1
"4272",4272,0.459,"84.545",4,0.157,"cyclone",2008,0.610464190661,"0.0",0.31,"2",-6.186,1,0.463,71,0
"4273",4273,0.979,"173.495",4,0.209,"sorry",2008,0.492237767735,"0.310640254082",0,"9",-7.26,1,0.746,44,1
"4274",4274,0.378,"96.843",4,0.812,"windy",1967,0.385340538313,"0.319817386072",0.193,"9",-13.713,1,0.195,4,1
"4275",4275,0.161,"103.502",1,0,"light my fire",1968,0.757921011206,"0.600265107973",0.256,"11",-9.828,1,0.608,52,0
"4276",4276,0.046,"95.428",4,0.14,"tonight",1984,0.586208196072,"0.361564167527",0.067,"9",-6.66,1,0.408,90,0
"4277",4277,0.532,"108.031",4,0,"good times",1979,0.547386251696,"0.360072944566",0.096,"7",-9.727,1,0.418,20,1
"4278",4278,0.974,"113.677",4,0.99,"take me back",1965,0.428252654267,"0.351023682295",0.694,"3",-21.28,1,0.751,91,0
"4279",4279,0.729,"145.073",4,0,"reflections",1967,0.492492228399,"0.349809436913",0.09,"11",-8.661,0,0.69,41,1
"4280",4280,0,"130.02",4,0.363,"dip it low",2004,0.870255755303,"0.451501914641",0.206,"7",-3.007,1,0.445,23,1
"4281",4281,0.353,"173.031",5,0.983,"call me",1980,0.56601130849,"0.425990346085",2.31,"2",-8.998,1,0.508,1,1
"4282",4282,0.247,"152.749",4,0.625,"crazy little thing called love",1980,0.393961342622,"0.0",2.664,"2",-15.352,0,0.41,6,1
"4283",4283,0.623,"140.19",4,0.316,"perfect world",1988,0.692901904204,"0.483891064074",0.272,"11",-6.214,0,0.505,64,0
"4284",4284,0.482,"91.371",4,1,"my life",2008,0.802177330823,"0.521110247396",0,"4",-8.145,1,0.504,88,0
"4285",4285,0.047,"126.357",4,0.698,"more and more",1993,0.52482139287,"0.362162159002",0.242,"7",-9.442,1,0.564,79,0
"4286",4286,0.103,"153.606",4,0.842,"crazy",2006,0.499986179761,"0.305175908065",0.236,"7",-5.78,1,0.521,7,1
"4287",4287,0.334,"135.757",4,1,"time after time",1998,0.457122340482,"0.351434522468",0.333,"10",-14.743,1,0.41,64,0
"4288",4288,0.341,"163.292",4,0.752,"why",2004,0.645316973618,"0.401090253662",0.107,"2",-7.726,0,0.404,62,0
"4289",4289,0.641,"110.821",4,0.636,"cherish",1989,0.596901241313,"0.420324680599",0,"0",-18.352,1,0.578,59,0
"4290",4290,0.482,"147.114",4,0.091,"i was made to love her",1967,0.790056889263,"0.667375631808",0.193,"0",-10.277,0,0.476,14,1
"4291",4291,0.751,"138.615",1,0,"automatic",1984,0.43756585675,"0.186260206318",0.072,"9",-5.31,0,0.631,48,1
"4292",4292,0.696,"95.944",4,0.868,"where do you go",1997,0.731065755711,"0.509878707853",2.119,"2",-6.748,1,0.879,52,0
"4293",4293,0.717,"86.448",4,1,"make me better",2007,0.571681626575,"0.54000775021",0,"11",-3.953,1,0.579,44,1
"4294",4294,0.703,"142.171",4,0.149,"the in crowd",1965,0.620349374431,"0.393488682458",2.235,"2",-12.082,1,0.501,18,1
"4295",4295,0.578,"124.609",4,0.267,"say goodbye",2006,0.570757494604,"0.382198332282",0,"10",-11.657,1,0.645,86,0
"4296",4296,0.391,"139.003",4,0.504,"take me back",1965,0.644334865961,"0.397732992746",0.236,"1",-6.747,0,0.4,91,0
"4298",4298,0.729,"149.096",4,0.258,"hold on",1995,0.881245445629,"0.600843143275",0,"11",-2.971,1,0.524,52,0
"4299",4299,0.003,"64.647",4,1,"with you",2008,0.500497089936,"0.398182090095",0.461,"0",-7.898,1,0.176,9,1
"4300",4300,0.078,"120.996",4,0,"girls just want to have fun",1984,0.597660027217,"0.387791450674",0.09,"11",-4.849,0,0.382,15,1
"4301",4301,0.005,"135.025",4,0,"invisible touch",1986,0.49014203944,"0.495619211343",0,"7",-6.159,1,0.158,54,0
"4302",4302,0.67,"90.047",4,0.632,"pieces of me",2004,0.645069897669,"0.455792172263",5.55,"2",-5.631,1,0.543,39,1
"4303",4303,1,"126.01",4,0.089,"hold my hand",1995,0.760019579627,"0.531610370038",0.119,"6",-11.163,0,0.738,22,1
"4304",4304,0.111,"128.082",4,0.565,"and our feelings",1994,0.734764996636,"0.553991396655",3.21,"6",-7.568,0,0.168,98,0
"4305",4305,0.866,"153.976",4,0.606,"love like this",2008,0.900967633961,"0.769674279295",3.222,"5",-5.358,1,0.595,72,0
"4306",4306,0.97,"163.429",4,0.471,"promises",1979,0.466483227222,"0.262808441744",0.2,"2",-10.826,1,0.907,82,0
"4307",4307,1,"126.808",4,0.571,"in america",1980,0.583654099093,"0.388332649484",0.279,"6",-10.063,1,0.677,96,0
"4308",4308,0.752,"85.944",4,0.597,"the tracks of my tears",1965,0.712675204333,"0.563362693588",0.364,"9",-7.307,1,0.589,78,0
"4309",4309,0.026,"156.957",4,0.357,"head over heels",1985,0.675321770184,"0.424284930641",0.45,"9",-10.797,0,0.168,60,0
"4310",4310,0,"113.165",4,0.599,"i remember",2008,0.512401026891,"0.336405297158",0,"0",-5.695,1,0.101,89,0
"4311",4311,0.251,"146.972",4,0,"hypnotized",2008,0.619148903424,"0.378602868365",0,"7",-3.799,1,0.367,77,0
"4312",4312,0.666,"170.274",4,0,"the race is on",1965,0.627361447085,"0.406642648699",0.374,"9",-11.721,1,0.586,96,0
"4313",4313,0.698,"141.945",4,0.625,"lullaby",1999,0.574997762025,"0.430851234345",0.188,"3",-4.668,1,0.568,46,1
"4314",4314,0.788,"84.39",3,1,"together",1981,0.541343497551,"0.337590699856",2.659,"4",-8.278,1,0.673,53,0
"4315",4315,0.348,"76.892",4,1,"kiss",1986,0.556576839801,"0.435671180379",0,"0",-14.51,1,0.39,19,1
"4316",4316,0.843,"126.006",4,1,"like you",2005,0.447010073069,"0.374583055067",2.194,"10",-8.228,0,0.858,30,1
"4317",4317,0.136,"119.798",4,1,"stand by me",1987,0.688638653571,"0.484178405858",0.154,"6",-10.168,0,0.264,67,0
"4318",4318,0.275,"95.011",4,0.455,"escape",2002,0.624394141077,"0.416794817362",0,"10",-7.587,0,0.391,57,0
"4319",4319,0,"125.046",4,1,"make it happen",1992,0.445305695598,"0.378597991184",0,"8",-7.812,0,0.159,42,1
"4320",4320,0.527,"154.724",4,0,"girlfriend",2007,0.750146212943,"0.54435122446",0.148,"0",-5.832,1,0.51,12,1
"4321",4321,0.649,"103.194",4,0,"the beat goes on",1967,0.609182854439,"0.423555940207",2.247,"0",-20.541,1,0.594,83,0
"4322",4322,0.206,"102.026",4,0.828,"father figure",1988,0.80310546991,"0.545730700114",1.193,"3",-16.105,1,0.469,27,1
"4323",4323,0.046,"119.1",3,1,"alone",1987,0.530072747297,"0.415265125751",0.154,"7",-8.672,1,0.029,2,1
"4324",4324,0.622,"123.983",4,0.183,"the in crowd",1965,0.47482687674,"0.379039394115",0.137,"0",-6.99,1,0.715,18,1
"4325",4325,0.687,"93.052",4,0.986,"jamboree",1999,0.383931502108,"0.0",0.235,"7",-7.796,1,0.793,90,0
"4326",4326,0.816,"159.977",4,0.67,"breakout",1987,0.877591125549,"0.71112820829",0.078,"4",-4.046,1,0.656,66,0
"4328",4328,0,"119.98",4,0.954,"a fifth of beethoven",1976,0.411624888041,"0.327360423021",0,"0",-8.219,0,0,10,1
"4329",4329,0.79,"123.863",4,0.83,"sunshine superman",1966,0.555325330585,"0.350494662696",0.294,"9",-9.591,1,0.559,26,1
"4330",4330,0.476,"131.992",4,0,"numb",2004,0.692480677269,"0.470368839843",5.822,"2",-12.106,0,0.336,33,1
"4331",4331,0,"78.52",3,0.614,"miss you",2003,0.510659590406,"0.355541332149",0.253,"0",-10.929,0,0,8,1
"4332",4332,0.04,"93.691",4,0.829,"bent",2000,0.786524697693,"0.538058877175",0,"11",-6.125,1,0.469,9,1
"4333",4333,0.014,"160.005",3,0.846,"no more",2000,0.560735153216,"0.436847107648",0.136,"8",-15.451,0,0.148,39,1
"4334",4334,0.418,"72.008",1,0.397,"crazy",2006,0.774642898383,"0.498348706084",2.914,"7",-10.223,1,0.452,7,1
"4336",4336,0.718,"140.072",4,0.05,"wonderful",2005,0.613511928711,"0.297119709359",0.328,"10",-5.163,1,0.61,94,0
"4337",4337,0.414,"156.04",4,0,"i hope you dance",2001,0.726009874788,"0.45016392018",0.061,"5",-10.244,1,0.189,32,1
"4338",4338,0.522,"127.048",4,0.08,"i love you",2002,0.617526087658,"0.38915674055",0.2,"11",-7.968,0,0.658,60,0
"4339",4339,0.529,"142.946",4,0,"call me",1980,0.762707383251,"0.52595368256",0.131,"0",-2.021,1,0.523,1,1
"4340",4340,0.742,"90.008",3,0.161,"you and me",2006,0.464128769043,"0.0",0.177,"1",-5.535,1,0.619,83,0
"4341",4341,0.453,"90.924",4,0.37,"the search is over",1985,0.514942320646,"0.348341942768",0.34,"2",-8.561,0,0.484,48,1
"4342",4342,0.083,"109.945",4,0.36,"too much",1998,0.506406728766,"0.325431178061",0,"1",-12.255,0,0.24,69,0
"4343",4343,0.632,"92.886",5,0.335,"when i see you smile",1989,0.644171023703,"0.395495941152",0,"11",-12.469,0,0.581,34,1
"4344",4344,0.057,"127.978",4,0.672,"day after day",1972,0.392688773687,"0.446200222144",0,"10",-5.984,1,0,39,1
"4346",4346,0.157,"87.938",4,0.157,"time",1996,0.612634661616,"0.520554877899",3.164,"5",-8.158,1,0.248,50,0
"4347",4347,0.441,"150.229",4,0.577,"feelings",1975,0.454217259714,"0.364040588885",0,"4",-14.558,0,0.528,45,1
"4348",4348,0.903,"98.433",4,0.903,"shout",1985,0.683621081411,"0.530640576346",0.403,"8",-9.258,1,0.829,21,1
"4349",4349,0.131,"81.713",4,0,"love song",2008,0.691910580786,"0.455433342306",0.087,"10",-14.133,1,0.345,7,1
"4350",4350,0.144,"128.183",4,0.426,"true blue",1986,0.343112893989,"0.226497193081",0,"6",-8.822,0,0.442,76,0
"4351",4351,0.397,"117.758",4,0.971,"all for you",2001,0.281256065063,"0.1646968665",0.102,"5",-10.086,0,0.55,3,1
